OriginalText,AugmentedText,SemanticSimilarity,LexicalSimilarity
"He vivido 35 años en el barrio y reconozco que el metro nos dio vida y mejoró el barrio. Desgraciadamente el barrio que conocí prácticamente ha desaparecido. La gente joven se ha ido a otras zonas a vivir. Una pena","barrio desaparecido. 35 mucho tiempo en el prácticamente He y reconozco que el conocí subterráneo nos dio y mejoró el vida barrio. Desgraciadamente el barrio 35 que tren ha vivido La se ha ido a otras zonas a vivir. otras Una pena",0.89776635,0.6923076923076923
"localización con muchos bares interesantes","localizacion bares con muchos "localización",0.91773105,0.6666666666666666
"…","…",1.0000002,0
"Muy rica comida..","rica rica Muy",0.8725333,0.6666666666666666
"Estación del.metro","Estación del.metro",1.0000001,1.0
"jajaja","jajaja",1.0,1.0
"Muchos vuelos y destinos. Muchas tiendas. Pero las instalaciones/ infraestructuras necesitan reformas y pinturas para el exterior. Eso mejoraría la imagen de estas terminales!","Muchos vuelos y Muchas tiendas. Pero eso las instalaciones/ pinturas necesitan infraestructuras y reformas pinturas para el Eso mejoraría la foto de estas terminales!",0.9189018,0.7142857142857143
"Buena accesibilidad, limpieza en las instalaciones, señalización óptima.. Personal resolutivo, en el control de aduanas agilidad y buen servicio. Este aeropuerto esta a la altura de los mejores de Europa..","instalaciones, disponibilidad en instalaciones las Buena señal óptima.. resolutivo, en el control de aduanas agilidad y buen servicio. altura Este aeropuerto esta a limpieza la de los mejores de Europa..",0.8939571,0.7368421052631579
"Es bastante grande y con todos los servicios cubiertos. Las únicas cosas malas son: 1. Los baños: La gente suele ser poco limpia y es muy incómodo tener que hacer ejercicio antes de un viaje porque quieras mear y tienes que estar sujetando la puerta por un lado porque no tiene pestillo o está roto y haciendo sentadillas por otro lado porque no quieres tocar la taza ya que está sucia. 2. Los puestos de cambio de moneda: Si queréis cambiar la moneda es preferible que lo hagáis en un banco o en cualquier otro sitio y no aquí, dicen que no te cobran comisiones pero es mentira o por lo menos a mi me dieron de menos al cambio de moneda (les di 131,94€ para cambiar a coronas noruegas; ellas me dieron 1.000 coronas cuando me deberían de haber dado 1.532,83 coronas, es decir, se quedaron con 45,86€ a la hora de hacer el cambio). Y ellas me pidieron que les diese el 1,94€ para supuestamente darme las 1000 coronas justas. Quitando eso es un lugar en el que tienes de TODO y las personas del punto de información y las que me ayudaron para hacer el chek-in y facturar las maletas eran super amables y tuvieron algo de paciencia conmigo ya que era mi primer vuelo y tenía bastantes dudas.","bastante y con todos los prestaciones cubiertos. Las únicas ya malas son: justas. dado Los baños: La gente roto suele organismo puestos limpia y considerablemente facturar a luz hacer resultado que inesperado entrenamiento antes peor aqui de un tuvieron porque cambio). orinar y incómodo que estar credito sujetando la seguro por un borde porque mudar tiene conmigo o TODO y pueblo por vuelo lado porque no quieres la 1. peor que está sucia. Los darme de cambio de sentadillas Si queréis cambiar la moneda preferible que lo hagáis en un banco o en locomoción cualquier sitio y no aquí, dicen que no te cobran comisiones pero es 2. o por lo a mi credito me pidieron de diese menos aluminio cambio de tienes (les 131,94€ para cambiar a coronas ellas me 1.000 coronas cuando me deberían de crédito taza 1.532,83 coronas, es se quedaron con 45,86€ a la de hacer el haber quieras Y ellas me dieron que les diese el 1,94€ para supuestamente dar las pestillo servicios coronas cualquier Quitando suele eso es un lugar en el que tienes de sentadillas y las haciendo dieron ligeramente del tanto de sentadillas y las que me ayudaron para hacer el poco y facturar las maletas eran extra amables y dinero algo de resignación 1000 cosas que haber era mi primer otro y tenía dudas.",0.8736659,0.648
"El parking express es súper caro pero da un buen servicio",""El es express parking súper caro pero da un buen extra",0.9149724,0.7777777777777778
"Normalmente los accesos son rápidos...depende del dia y la hora, pero aún así...pasar  control de equipajes son 5 min. Una vez pasado el control, depende de la terminal, puedes tener un paseo largo hasta la puerta de embarque!","pasado los son vez del y la largo hora, pero paseo así...pasar control de equipajes son 5 min. Una rápidos...depende depende control el control, de la terminal, puedes dar a luz un seguro largo min hasta la puerta de embarque!",0.9357021,0.6923076923076923
